"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.B","Protein.Conc.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency"
49,"B","2015W31",36.5,36.2,205,15,117,34.075341,14.6971628,575.02002,-35.435023,1092,6.7696,51.5,NA,NA,76,NA,"2016W05",79.45,189.98,2015,31,2015-07-30,2016,5,2016-01-30,184,112.414201183432
23,"B","2015W18",36.5,36.2,205,15,111,38.2356166,28.2743178,624.485413,-41.174214,995,8.0897233333,49.866666667,NA,NA,92,NA,"2016W06",55.39,148.29,2015,18,2015-05-04,2016,6,2016-02-06,278,87.7455621301775
24,"B","2015W19",36.5,36.2,205,15,111,35.6131154,22.7458001,608.556213,-39.473168,1043,7.4411066667,43.733333333,NA,NA,81,NA,"2016W06",62.03,141.34,2015,19,2015-05-07,2016,6,2016-02-10,279,83.6331360946746
40,"B","2015W26",36.5,36.2,205,15,116,36.9036255,10.0636335,551.272522,-36.635227,1022,10.39367,43.166666667,NA,NA,103,NA,"2016W07",57.52,126.88,2015,26,2015-06-25,2016,7,2016-02-13,233,75.0769230769231
65,"B","2015W36",36.5,36.3,205,15,108,38.8297543,46.73944,649.450989,-45.347803,958,9.08047,65.466666667,NA,NA,120,NA,"2016W09",78.35,210.81,2015,36,2015-09-05,2016,9,2016-02-27,175,124.739644970414
66,"B","2015W36",36.5,36.3,205,15,107,37.3444783,40.1371408,626.972107,-42.723563,984,8.4438933333,64.766666667,NA,NA,94,NA,"2016W09",83.09,235.38,2015,36,2015-09-07,2016,9,2016-03-02,177,139.278106508876
67,"B","2015W37",36.5,36.3,205,15,111,38.1036715,45.7786467,636.932312,-43.586147,954,11.149326667,66.366666667,NA,NA,112,NA,"2016W09",69.27,188.54,2015,37,2015-09-10,2016,9,2016-02-27,170,111.562130177515
77,"B","2015W50",36.5,36.3,205,15,102,33.1388965,36.9549272,629.721191,-39.273766,1118,6.5896133333,47.933333333,NA,NA,73,1.279277,"2016W09",50.8,123.67,2015,50,2015-12-10,2016,9,2016-03-02,83,73.1775147928994
59,"B","2015W34",36.5,36.3,205,15,109,46.8327449,46.2415159,673.806702,-44.777177,838,8.32929,60.766666667,NA,NA,92,NA,"2016W10",87.63,230.22,2015,34,2015-08-22,2016,10,2016-03-05,196,136.224852071006
60,"B","2015W34",36.5,36.3,205,15,108,37.1545877,44.8473987,640.836609,-43.249998,973,9.9384533333,69.1,NA,NA,108,NA,"2016W10",79.34,196.88,2015,34,2015-08-24,2016,10,2016-03-09,198,116.497041420118
61,"B","2015W35",36.5,36.3,205,15,109,37.3481999,43.7303913,638.910278,-42.421741,979,9.3604866667,67.066666667,NA,NA,104,NA,"2016W11",65.82,184.25,2015,35,2015-08-27,2016,11,2016-03-12,198,109.023668639053
72,"B","2015W38",36.5,36.3,205,15,107,36.4005228,44.9133322,642.071716,-43.223694,987,10.119796667,64.933333333,NA,NA,108,NA,"2016W11",64.85,176.65,2015,38,2015-09-21,2016,11,2016-03-16,177,104.526627218935
74,"B","2015W39",36.5,36.3,205,15,105,37.9016105,45.215566,640.942078,-43.571219,943,10.068703333,68.4,NA,NA,113,NA,"2016W12",90.92,198.59,2015,39,2015-09-26,2016,12,2016-03-19,175,117.508875739645
62,"B","2015W35",36.5,36.3,205,15,108,36.5386567,43.9748143,647.945618,-43.047737,1006,9.1300233333,66.8,NA,NA,107,NA,"2016W13",107.37,231.1,2015,35,2015-08-29,2016,13,2016-03-26,210,136.745562130178
68,"B","2015W37",36.5,36.3,205,15,109,38.9783539,44.3564731,637.704224,-44.208733,951,10.391183333,69.2,NA,NA,110,NA,"2016W13",100.82,228.6,2015,37,2015-09-12,2016,13,2016-03-30,200,135.266272189349
548,"A","2015W06",36.5,36.2,205,15,109,41.5164548,32.7241917,638.529297,-41.946302,921,5.53237,59,NA,NA,96,1.3693,"2016W14",17.53,125.65,2015,6,2015-02-07,2016,14,2016-04-02,420,125.65
70,"B","2015W38",36.5,36.3,205,15,107,36.6755716,38.6091194,633.863281,-42.521886,1009,8.7613866667,62.7,NA,NA,90,NA,"2016W15",73.19,209.22,2015,38,2015-09-17,2016,15,2016-04-09,205,123.798816568047
71,"B","2015W38",36.5,36.3,205,15,107,41.0080941,50.3562082,646.087219,-40.910162,888,11.598003333,71.733333333,NA,NA,130,NA,"2016W15",95.33,264.71,2015,38,2015-09-19,2016,15,2016-04-13,207,156.633136094675
73,"B","2015W39",36.5,36.3,205,15,106,38.0790598,46.032002,647.59967,-42.051632,972,10.11684,64.666666667,NA,NA,112,NA,"2016W16",82.32,223.57,2015,39,2015-09-24,2016,16,2016-04-16,205,132.289940828402
75,"B","2015W39",36.5,36.3,205,15,110,37.8523403,43.4958881,651.75293,-42.98932,967,11.17526,67.366666667,NA,NA,109,NA,"2016W16",73.12,202.61,2015,39,2015-09-28,2016,16,2016-04-20,205,119.887573964497
79,"B","2015W52",36.5,36.3,205,15,110,37.7183128,50.7234487,623.087585,-44.202138,1004,10.330076667,63.9,NA,NA,102,1.235112,"2016W16",73.05,164.39,2015,52,2015-12-24,2016,16,2016-04-16,114,97.2721893491124
76,"B","2015W40",36.5,36.3,205,15,103,38.1454011,47.7431569,648.15271,-43.331562,954,11.58723,71.733333333,NA,NA,124,NA,"2016W17",74.23,185.62,2015,40,2015-10-01,2016,17,2016-04-23,205,109.834319526627
78,"B","2015W51",36.5,36.3,205,15,110,39.1271963,52.664451,636.557617,-44.830251,969,10.098073333,69.2,NA,NA,107,1.272906,"2016W17",58.59,156.34,2015,51,2015-12-17,2016,17,2016-04-27,132,92.508875739645
80,"B","2016W01",36.5,36.3,205,15,102,38.1262104,51.1725618,627.287476,-45.294374,1092,10.94284,60.2,NA,NA,112,1.242006,"2016W17",56.67,186.31,2016,1,2016-01-01,2016,17,2016-04-23,113,110.242603550296
81,"B","2016W02",36.5,36.3,205,15,97,36.8831521,47.9246751,640.255615,-44.994766,1047,10.55543,59.066666667,NA,NA,100,1.206937,"2016W17",46.2,150.78,2016,2,2016-01-08,2016,17,2016-04-27,110,89.2189349112426
82,"B","2016W03",36.5,36.3,205,15,108,36.7541884,48.2161408,607.95813,-44.170328,1003,9.5635566667,67.5,NA,NA,100,1.249729,"2016W18",74.67,205.35,2016,3,2016-01-15,2016,18,2016-04-30,106,121.508875739645
83,"B","2016W04",36.5,36.3,205,15,96,36.6668429,44.1348852,616.780884,-44.363801,1067,9.02854,62,NA,NA,96,1.275867,"2016W18",61.44,139.4,2016,4,2016-01-22,2016,18,2016-05-04,103,82.4852071005917
84,"B","2016W04",36.5,36.3,205,15,105,40.4647652,53.0122559,628.081482,-45.473554,917,11.834906667,73.766666667,NA,NA,117,1.256452,"2016W18",78.94,174.87,2016,4,2016-01-24,2016,18,2016-04-30,97,103.473372781065
85,"B","2016W05",36.5,36.3,205,15,103,39.5801162,53.0863601,603.80481,-44.833765,942,10.77573,65,NA,NA,115,1.279289,"2016W19",70.26,155.67,2016,5,2016-01-29,2016,19,2016-05-07,99,92.1124260355029
86,"B","2016W05",36.5,36.3,205,15,61,42.8009843,55.3498522,619.701172,-45.463094,903,11.9612,69.7,NA,NA,114,1.289157,"2016W19",62.38,165.33,2016,5,2016-01-31,2016,19,2016-05-11,101,97.8284023668639
87,"B","2016W06",36.5,36.3,205,15,50,39.7731949,53.3653834,621.218811,-45.2736,796,12.083823333,67.3,NA,NA,103,1.202634,"2016W19",54.67,135.76,2016,6,2016-02-05,2016,19,2016-05-07,92,80.3313609467456
88,"B","2016W06",36.5,36.3,205,15,65,38.7927276,50.8093327,624.458618,-45.339326,959,10.82402,65.3,NA,NA,105,1.210683,"2016W19",72.56,166.95,2016,6,2016-02-07,2016,19,2016-05-11,94,98.7869822485207
89,"B","2016W07",36.5,36.3,205,15,217,33.6722072,40.4518157,571.872498,-44.227758,888,10.021976667,57.766666667,NA,NA,86,1.277008,"2016W19",84.74,185.53,2016,7,2016-02-12,2016,19,2016-05-07,85,109.781065088757
93,"B","2016W09",36.5,36.1,205,15,107,37.3314931,50.2840275,615.477295,-44.33501,981,9.9374466667,65.233333333,NA,NA,108,1.283177,"2016W20",59.2,263.23,2016,9,2016-02-26,2016,20,2016-05-14,78,155.757396449704
92,"B","2016W08",36.5,36.2,205,15,103,39.1081518,48.7986955,601.604126,-43.948606,946,10.17745,68.366666667,NA,NA,99,1.244948,"2016W23",72.46,234.24,2016,8,2016-02-21,2016,23,2016-06-04,104,138.603550295858
97,"B","2016W11",36.5,36.1,205,15,106,35.9953642,44.3429348,655.883118,-40.705305,978,10.375006667,65.3,NA,NA,105,1.279306,"2016W23",79.88,251,2016,11,2016-03-11,2016,23,2016-06-08,89,148.520710059172
99,"B","2016W12",36.5,36.1,205,15,110,34.7178281,42.6447574,642.237305,-39.753683,1019,9.5510833333,69.6,NA,NA,105,1.302177,"2016W24",59.55,133.33,2016,12,2016-03-18,2016,24,2016-06-11,85,78.8934911242604
98,"B","",36.5,36.1,205,15,109,35.5381033,42.1319251,650.398377,-39.862383,997,9.2351766667,61.433333333,NA,NA,94,1.271698,"2016W24",62.12,141.42,NA,NA,NA,2016,24,2016-06-15,NA,83.6804733727811
95,"B","2016W10",36.5,36.1,205,15,81,35.5461041,46.3973913,590.576599,-44.54284,896,10.538576667,66.8,NA,NA,100,1.2664,"2016W26",59.8,179.17,2016,10,2016-03-04,2016,26,2016-06-25,113,106.01775147929
100,"B","2016W13",36.5,36.1,205,15,111,35.219473,42.9488834,644.069214,-40.029291,1007,10.461786667,70.566666667,NA,NA,108,1.270867,"2016W26",57.27,154.18,2016,13,2016-03-25,2016,26,2016-06-29,96,91.2307692307692
101,"B","2016W13",36.5,36.1,205,15,106,34.8433158,44.2576757,646.145386,-39.842923,1006,10.03719,67.666666667,NA,NA,103,1.262071,"2016W26",52.89,155.06,2016,13,2016-03-27,2016,26,2016-06-25,90,91.7514792899408
102,"B","2016W14",36.5,36.1,205,15,107,37.7842947,48.3303949,649.624085,-41.206222,933,10.53218,66.666666667,NA,NA,111,1.261557,"2016W26",53.02,171.24,2016,14,2016-04-01,2016,26,2016-06-29,89,101.325443786982
103,"B","2016W14",36.5,36,205,15,109,34.9552797,37.9719818,636.526428,-39.198406,1018,7.61365,64.366666667,NA,NA,86,1.230589,"2016W26",39.91,131.11,2016,14,2016-04-03,2016,26,2016-06-25,83,77.5798816568047
104,"B","2016W15",36.5,36,205,15,106,34.7415214,44.0653855,648.824585,-40.055291,1027,10.242466667,61.533333333,NA,NA,102,1.291433,"2016W26",60.66,196.14,2016,15,2016-04-08,2016,26,2016-06-29,82,116.059171597633
105,"B","2016W15",36.5,36,205,15,113,34.6917076,40.6730797,634.96283,-39.076,1004,9.3988766667,64.3,NA,NA,95,1.286451,"2016W27",59.84,146.14,2016,15,2016-04-10,2016,27,2016-07-02,83,86.4733727810651
106,"B","2016W16",36.5,36,205,15,112,33.1200343,34.5703872,626.573731,-37.982669,1038,8.5487766667,63.766666667,NA,NA,85,1.239686,"2016W28",61.96,220.77,2016,16,2016-04-15,2016,28,2016-07-09,85,130.633136094675
107,"B","2016W17",36.5,36,205,15,110,34.8387681,42.4737012,643.657776,-40.192802,1009,11.140863333,65.433333333,NA,NA,101,1.250702,"2016W28",41.93,152.55,2016,17,2016-04-22,2016,28,2016-07-13,82,90.2662721893491
94,"B","2016W09",36.5,36.1,205,15,60,35.3602946,44.3996948,591.327881,-42.133116,1020,8.8065566667,63.4,NA,NA,91,1.260913,"2016W29",61.86,206.02,2016,9,2016-02-28,2016,29,2016-07-16,139,121.905325443787
108,"B","2016W18",36.5,36,205,15,108,34.3461702,40.8655485,645.581726,-40.339237,1024,9.41168,64.1,NA,NA,91,1.268908,"2016W29",45.5,151.61,2016,18,2016-04-29,2016,29,2016-07-20,82,89.7100591715976
109,"B","2016W19",36.5,36,205,15,109,35.3603014,40.3248849,637.704712,-39.237993,988,9.2642,66.666666667,NA,NA,94,1.248998,"2016W29",57.16,147.89,2016,19,2016-05-06,2016,29,2016-07-16,71,87.508875739645
110,"B","2016W20",36.5,36,205,15,109,35.4084526,40.2848058,635.918823,-39.261647,978,9.8935733333,67.633333333,NA,NA,95,1.282538,"2016W30",62.06,180.94,2016,20,2016-05-13,2016,30,2016-07-23,71,107.065088757396
111,"B","2016W21",36.5,36,205,15,105,33.7506176,35.9332662,628.246521,-37.370601,1064,8.8409766667,60.933333333,NA,NA,93,1.269713,"2016W30",65.47,172.46,2016,21,2016-05-20,2016,30,2016-07-27,68,102.047337278107
113,"B","2016W23",36.5,35.9,205,15,109,36.0828348,43.4423745,649.203186,-40.566542,974,10.696383333,64.366666667,NA,NA,104,1.293912,"2016W32",52.23,150.11,2016,23,2016-06-03,2016,32,2016-08-06,64,88.8224852071006
114,"B","2016W26",36.5,35.9,205,15,109,33.8505265,36.0322618,632.649414,-37.999862,1044,9.3373466667,57.933333333,NA,NA,84,1.272961,"2016W32",59.63,163.88,2016,26,2016-06-24,2016,32,2016-08-10,47,96.9704142011834
558,"A","2016W23",36.5,35.9,205,15,110,35.4398389,42.1217663,648.007874,-39.770018,997,10.219893333,61.1,NA,NA,96,1.2273,"2016W33",15.1,175.43,2016,23,2016-06-05,2016,33,2016-08-13,69,175.43
115,"B","2016W26",36.5,35.9,205,15,110,34.4905152,36.8590349,632.569824,-38.609267,1015,10.061346667,63,NA,NA,89,1.273873,"2016W33",55.43,142.04,2016,26,2016-06-26,2016,33,2016-08-17,52,84.0473372781065
116,"B","2016W27",36.5,35.9,205,15,108,35.0295839,41.6981406,646.360107,-39.819523,1005,9.93848,63.366666667,NA,NA,106,1.276515,"2016W34",52.73,143.74,2016,27,2016-07-01,2016,34,2016-08-20,50,85.0532544378698
112,"B","2016W22",36.5,35.9,205,15,109,34.589948,37.9526509,637.160217,-38.937771,1012,8.8354766667,59.766666667,NA,NA,91,1.319455,"2016W36",76.36,207.87,2016,22,2016-05-27,2016,36,2016-09-03,99,123
117,"B","2016W27",36.5,35.9,205,15,108,35.3380203,37.9165865,631.787109,-38.599252,987,10.06105,64.133333333,NA,NA,97,1.295992,"2016W36",54.31,138.22,2016,27,2016-07-03,2016,36,2016-09-07,66,81.7869822485207
118,"B","2016W28",36.5,35.9,205,15,109,35.0579787,38.6026534,636.960815,-39.067801,1001,10.68502,60.6,NA,NA,98,1.276189,"2016W36",56.38,140.46,2016,28,2016-07-08,2016,36,2016-09-03,57,83.112426035503
119,"B","2016W28",36.5,35.9,205,15,111,34.0160578,36.7036414,625.391724,-37.609041,1010,9.4517566667,60.666666667,NA,NA,88,1.285708,"2016W36",46.04,120.46,2016,28,2016-07-10,2016,36,2016-09-07,59,71.2781065088757
120,"B","2016W29",36.5,35.9,205,15,112,34.7131129,19.7932729,566.922302,-35.312396,1029,9.6715933333,40.9,NA,NA,82,1.268615,"2016W36",46.71,123.47,2016,29,2016-07-15,2016,36,2016-09-03,50,73.0591715976331
559,"A","2016W24",36.5,35.9,205,15,109,34.2103346,36.9764503,634.93927,-38.768605,1035,9.5748333333,60.166666667,NA,NA,88,1.318,"2016W38",13.88,151.92,2016,24,2016-06-10,2016,38,2016-09-17,99,151.92
560,"A","2016W24",36.5,35.9,205,15,108,34.088446,36.8662204,633.424927,-38.843201,1021,9.7233,61.366666667,NA,NA,96,1.3169,"2016W38",11.11,116.86,2016,24,2016-06-12,2016,38,2016-09-21,101,116.86
124,"B","2016W30",36.5,36.1,205,15,112,36.095003,15.9784143,556.235107,-35.419397,1005,7.1776166667,42.066666667,NA,NA,73,1.335724,"2016W38",44.53,114.94,2016,30,2016-07-26,2016,38,2016-09-17,53,68.0118343195266
561,"A","2016W25",36.5,35.9,205,15,104,32.0652624,31.2946113,611.069885,-38.002081,1103,10.18158,57.533333333,NA,NA,95,1.312,"2016W39",7.66,85.09,2016,25,2016-06-17,2016,39,2016-09-24,99,85.09
126,"B","2016W31",36.5,36.1,205,15,118,35.6579368,13.5093986,552.151428,-34.78231,1030,8.6757066667,40.566666667,NA,NA,83,1.32886,"2016W40",46.54,149.77,2016,31,2016-07-31,2016,40,2016-10-01,62,88.6213017751479
132,"B","2016W34",36.5,36.1,205,15,117,33.4298472,18.7584735,575.093384,-35.385159,1077,8.2089166667,44.766666667,NA,NA,85,1.324152,"2016W40",40.1,124.55,2016,34,2016-08-19,2016,40,2016-10-05,47,73.698224852071
121,"B","2016W29",36.5,35.9,205,15,114,34.5784373,16.3456342,558.63208,-33.607086,1036,7.21769,51.966666667,NA,NA,74,1.294126,"2016W41",57.16,174,2016,29,2016-07-17,2016,41,2016-10-08,83,102.958579881657
133,"B","2016W34",36.5,36.1,205,15,114,32.6533971,9.8482781,528.653809,-33.237348,1064,9.54168,37.5,NA,NA,85,1.321375,"2016W41",36.44,111.07,2016,34,2016-08-21,2016,41,2016-10-12,52,65.7218934911243
134,"B","2016W34",36.5,36.3,205,15,114,33.3370975,8.2871017,527.450317,-32.940836,1056,8.6815366667,36.566666667,NA,NA,83,1.314641,"2016W41",45.03,128.61,2016,34,2016-08-23,2016,41,2016-10-08,46,76.1005917159763
125,"B","2016W31",36.5,36.1,205,15,113,36.5916695,16.8315003,563.174011,-36.060559,1016,8.8904733333,44.766666667,NA,NA,80,1.371599,"2016W42",49.54,148.85,2016,31,2016-07-29,2016,42,2016-10-15,78,88.0769230769231
135,"B","2016W35",36.5,36.3,205,15,111,34.8558386,10.6634838,536.115601,-34.433725,1039,9.6268033333,40.166666667,NA,NA,88,1.319719,"2016W42",41.91,119.72,2016,35,2016-08-26,2016,42,2016-10-19,54,70.8402366863905
136,"B","2016W35",36.5,36.3,205,15,110,38.2874373,18.4399397,587.529785,-38.659838,996,9.31209,48.633333333,NA,NA,89,1.339738,"2016W43",49.14,137.64,2016,35,2016-08-28,2016,43,2016-10-22,55,81.4437869822485
123,"B","2016W30",36.5,36.1,205,15,117,36.8470794,17.36451,559.577026,-35.890703,996,9.55816,40.233333333,NA,NA,87,1.344272,"2016W45",45.72,168.08,2016,30,2016-07-24,2016,45,2016-11-05,104,99.4556213017752
142,"B","2016W38",36.5,36.3,205,20,113,38.2177214,18.2122789,598.056213,-39.022256,1007,8.4347833333,39.266666667,NA,NA,88,1.256329,"2016W46",36.65,124.81,2016,38,2016-09-18,2016,46,2016-11-12,55,73.8520710059172
143,"B","2016W39",36.5,36.3,205,20,114,37.0803801,13.315463,578.253174,-36.997266,1031,8.64513,34.866666667,NA,NA,80,1.365216,"2016W47",30.75,105.06,2016,39,2016-09-23,2016,47,2016-11-19,57,62.1656804733728
144,"B","2016W39",36.5,36.3,205,20,114,35.8155233,11.2280943,572.035217,-35.479731,1054,8.9253833333,35.566666667,NA,NA,81,1.358574,"2016W47",37,129.95,2016,39,2016-09-25,2016,47,2016-11-23,59,76.8934911242604
146,"B","2016W40",36.5,36.3,205,20,104,36.3044967,45.2469071,673.51593,-41.947107,1005,11.547523333,61.866666667,NA,NA,112,1.345047,"2016W47",66.2,220.62,2016,40,2016-10-02,2016,47,2016-11-19,48,130.544378698225
122,"B","2016W30",36.5,36.1,205,15,114,35.6944134,13.9744589,551.950073,-34.864533,1027,9.24799,37.933333333,NA,NA,81,1.313012,"2016W48",34.74,107.41,2016,30,2016-07-22,2016,48,2016-11-26,127,63.5562130177515
141,"B","2016W38",36.5,36.3,205,15,112,36.996615,18.4667467,592.427979,-39.32402,1029,7.20079,35.133333333,NA,NA,93,1.271232,"2016W48",43.34,124.68,2016,38,2016-09-16,2016,48,2016-11-30,75,73.7751479289941
149,"B","2016W50",36.5,36.3,205,20,108,36.5823649,43.5138332,651.594605,-39.654067,997,8.7676033333,62.133333333,NA,NA,81,1.174093,"2017W04",36.35,108.88,2016,50,2016-12-09,2017,4,2017-01-23,45,64.4260355029586
150,"B","2016W50",36.5,36.3,205,20,105,35.931139,45.8930292,651.809387,-41.025357,983,9.8915666667,64.366666667,NA,NA,97,1.241423,"2017W04",46.22,140.15,2016,50,2016-12-11,2017,4,2017-01-27,47,82.9289940828402
151,"B","2016W50",36.5,36.3,205,20,105,36.4184528,43.4817961,650.641724,-40.289347,983,7.8491833333,64.766666667,NA,NA,86,1.183134,"2017W05",39.91,108.2,2016,50,2016-12-13,2017,5,2017-01-30,48,64.0236686390533
147,"B","2016W49",36.5,36.3,205,20,50,33.1097274,42.1186008,599.678223,-40.366591,1123,8.94902,58.266666667,NA,NA,83,1.270255,"2017W10",43.72,115.79,2016,49,2016-12-02,2017,10,2017-03-06,94,68.5147928994083
148,"B","2016W49",36.5,36.3,205,20,84,37.7013624,40.9802676,662.667725,-39.579864,959,8.4487133333,49.133333333,NA,NA,77,1.22781,"2017W10",49.58,138.57,2016,49,2016-12-04,2017,10,2017-03-10,96,81.9940828402367
152,"B","2016W51",36.5,36.3,205,20,107,36.410554,44.7008071,652.526123,-40.813256,987,8.5938466667,62.166666667,NA,NA,101,1.290615,"2017W17",66.65,135.64,2016,51,2016-12-16,2017,17,2017-04-24,129,80.2603550295858
158,"B","2017W02",36.5,36.3,205,20,108,36.0562942,47.0150421,656.240112,-41.326865,990,11.681473333,65,NA,NA,101,1.200174,"2017W17",63.07,121.82,2017,2,2017-01-14,2017,17,2017-04-28,104,72.0828402366864
160,"B","2017W03",36.5,36.3,205,20,109,35.7387538,43.3647273,651.845886,-39.952201,990,7.4260466667,68,NA,NA,83,1.174998,"2017W17",46.97,95.44,2017,3,2017-01-17,2017,17,2017-04-24,97,56.4733727810651
161,"B","2017W03",36.5,36.3,205,20,107,37.2000545,48.0257359,658.678101,-42.076967,974,9.8084133333,70.3,NA,NA,100,1.257467,"2017W17",53.58,197.58,2017,3,2017-01-19,2017,17,2017-04-28,99,116.91124260355
162,"B","2017W04",36.5,36.3,205,20,108,36.3301956,45.9930323,654.741089,-40.93133,991,9.2495433333,70.8,NA,NA,92,1.173514,"2017W17",42.41,153.01,2017,4,2017-01-22,2017,17,2017-04-24,92,90.5384615384615
154,"B","2016W51",36.5,36.3,205,20,108,38.3493675,46.1369051,650.697205,-41.532625,945,8.6571266667,68.266666667,NA,NA,87,1.187905,"2017W18",54.72,144.01,2016,51,2016-12-20,2017,18,2017-05-01,132,85.2130177514793
155,"B","2017W02",36.5,36.3,205,20,107,37.2807383,48.3377729,660.438294,-40.788378,972,9.8402333333,61.766666667,NA,NA,98,1.265197,"2017W18",62.81,160.98,2017,2,2017-01-08,2017,18,2017-05-05,117,95.2544378698225
168,"B","2017W06",36.5,36.3,205,20,107,35.1605206,39.7984367,644.920715,-38.666446,995,9.5900733333,66.133333333,NA,NA,86,1.181237,"2017W20",56.85,133.38,2017,6,2017-02-05,2017,20,2017-05-15,99,78.9230769230769
169,"B","2017W06",36.5,36.3,205,20,108,36.8045397,47.0833948,659.597412,-41.778981,983,10.22953,64.466666667,NA,NA,107,1.289407,"2017W20",58.71,137.26,2017,6,2017-02-07,2017,20,2017-05-19,101,81.2189349112426
171,"B","2017W07",36.5,36.3,205,20,107,34.7435628,35.6556355,636.34967,-38.274205,1027,7.5505666667,57.033333333,NA,NA,71,1.243935,"2017W21",46.55,115.3,2017,7,2017-02-14,2017,21,2017-05-22,97,68.2248520710059
172,"B","2017W07",36.5,36.3,205,20,109,36.5692848,46.2052808,653.107605,-41.724506,972,10.74383,67.333333333,NA,NA,111,1.303251,"2017W21",77.83,199.42,2017,7,2017-02-16,2017,21,2017-05-26,99,118
173,"B","2017W08",36.5,36.3,205,20,108,36.2301437,47.1290504,654.696228,-40.851734,984,10.542153333,68.3,NA,NA,102,1.266693,"2017W21",73.2,170.84,2017,8,2017-02-19,2017,21,2017-05-22,92,101.08875739645
174,"B","2017W08",36.5,36.3,205,20,108,38.2445027,47.4581752,656.294922,-42.537778,943,10.82044,70.233333333,NA,NA,108,1.239292,"2017W21",70.23,153.86,2017,8,2017-02-21,2017,21,2017-05-26,94,91.0414201183432
175,"B","2017W08",36.5,36.3,205,20,109,36.9334946,43.2565322,651.250122,-41.060749,976,10.048566667,65.933333333,NA,NA,98,1.258037,"2017W21",65.56,146.93,2017,8,2017-02-23,2017,21,2017-05-22,88,86.9408284023669
176,"B","2017W09",36.5,36.3,205,20,105,36.4192429,40.36199,640.27887,-40.315397,978,8.8935333333,65.9,NA,NA,91,1.20122,"2017W22",84.16,185.16,2017,9,2017-02-26,2017,22,2017-05-29,92,109.562130177515
177,"B","2017W09",36.5,36.3,205,20,108,37.2434891,45.7110548,653.807617,-41.739833,973,9.7679266667,66.1,NA,NA,100,1.24335,"2017W22",82.56,217.52,2017,9,2017-02-28,2017,22,2017-06-02,94,128.710059171598
178,"B","2017W10",36.5,36.3,205,20,109,39.9459738,52.2773023,663.122986,-41.957136,924,10.605703333,63.5,NA,NA,120,1.24812,"2017W22",92.18,212.1,2017,10,2017-03-05,2017,22,2017-05-29,85,125.502958579882
179,"B","2017W10",36.5,36.3,205,20,106,36.5841574,45.8925701,653.351624,-40.945513,976,9.3714133333,56.933333333,NA,NA,99,1.251752,"2017W22",51.55,151.01,2017,10,2017-03-07,2017,22,2017-06-02,87,89.3550295857988
180,"B","2017W11",36.5,36.3,205,20,111,36.5134439,46.3461208,646.786194,-41.338694,980,8.9995766667,63.066666667,NA,NA,99,1.283925,"2017W22",64.65,188.2,2017,11,2017-03-12,2017,22,2017-05-29,78,111.360946745562
181,"B","2017W11",36.5,36.3,205,20,102,39.8754912,52.2023363,669.840576,-44.108727,936,9.4947266667,61.2,NA,NA,118,1.275838,"2017W22",78.88,228.13,2017,11,2017-03-14,2017,22,2017-06-02,80,134.988165680473
156,"B","2017W02",36.5,36.3,205,20,109,36.5343117,47.4165045,655.647522,-40.103528,972,10.221783333,68.166666667,NA,NA,94,1.230023,"2017W23",100.12,249.58,2017,2,2017-01-10,2017,23,2017-06-05,146,147.680473372781
163,"B","2017W04",36.5,36.3,205,20,109,37.3099603,47.0229408,659.405884,-41.292042,977,9.30792,67.633333333,NA,NA,97,1.168869,"2017W23",69.44,188.09,2017,4,2017-01-24,2017,23,2017-06-09,136,111.295857988166
164,"B","2017W04",36.5,36.3,205,20,106,39.7604052,50.3025659,663.924316,-41.343112,924,9.8463133333,71.433333333,NA,NA,104,1.21768,"2017W23",64.93,196.21,2017,4,2017-01-26,2017,23,2017-06-05,130,116.100591715976
165,"B","2017W05",36.5,36.3,205,20,107,36.2863927,46.0398988,657.400513,-41.114665,997,10.266343333,69.2,NA,NA,94,1.162957,"2017W23",55.4,154.54,2017,5,2017-01-29,2017,23,2017-06-09,131,91.4437869822485
166,"B","2017W05",36.5,36.3,205,20,108,37.9468701,49.4780611,665.107422,-41.603071,975,10.09992,65.633333333,NA,NA,109,1.304426,"2017W23",55.2,157.35,2017,5,2017-01-31,2017,23,2017-06-05,125,93.1065088757396
167,"B","2017W05",36.5,36.3,205,20,105,35.8167523,42.2122835,646.430481,-40.034566,1006,8.4471133333,65.466666667,NA,NA,88,1.205743,"2017W24",57.63,191.58,2017,5,2017-02-02,2017,24,2017-06-12,130,113.360946745562
182,"B","2017W11",36.5,36.3,205,20,109,39.6580197,49.5185272,674.899292,-42.137914,1007,9.0471133333,57.766666667,NA,NA,98,1.250222,"2017W24",68.63,218.87,2017,11,2017-03-16,2017,24,2017-06-16,92,129.508875739645
183,"B","2017W12",36.5,36.3,205,20,107,38.9531787,50.2467084,667.806702,-41.832661,992,9.0766333333,61.866666667,NA,NA,103,1.22616,"2017W24",70.74,166.84,2017,12,2017-03-19,2017,24,2017-06-12,85,98.7218934911243
