"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.B","Protein.Conc.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency"
326,"B","2019W28",36.5,36.1,210,17,109,38.4895294,31.7835563,599.282776,-39.274372,932,10.29933,60.766666667,1.0723333333,4.115,90.60690581,1.293527,"2019W38",60.16,85.14,2019,28,2019-07-11,2019,38,2019-09-22,73,85.14
303,"B","2019W17",36.5,35.7,210,17,108,31.9573148,35.0971696,629.45813,-35.688518,1123,10.377433333,51.533333333,0.5386666667,2.69,106.1001069,1.359511,"2019W39",60.98,103.53,2019,17,2019-04-27,2019,39,2019-09-25,151,103.53
319,"B","2019W25",36.5,37.1,210,17,112,37.5213979,22.8851537,560.873596,-43.383051,973,11.705403333,43.866666667,0.9771666667,2.0766666667,105.7193888,1.218668,"2019W39",52.89,90.67,2019,25,2019-06-22,2019,39,2019-09-29,99,90.67
329,"B","2019W30",36.5,36.1,210,17,103,35.4889475,29.5472305,594.910706,-38.278933,980,8.51746,59.966666667,0.9771666667,3.5583333333,84.22866273,1.279187,"2019W39",46.98,81.02,2019,30,2019-07-23,2019,39,2019-09-25,64,81.02
321,"B","2019W26",36.5,35.7,210,17,105,35.673816,26.6122852,591.826721,-36.882631,987,7.32801,61.833333333,0.7511666667,2.9566666667,74.6612981,1.270494,"2019W40",62.57,91.33,2019,26,2019-06-27,2019,40,2019-10-02,97,91.33
323,"B","2019W27",36.5,35.7,210,17,113,35.4044028,31.7280605,608.143005,-36.774159,984,8.36964,62.166666667,0.6046666667,2.39,89.85208415,1.29448,"2019W40",67.57,101.97,2019,27,2019-07-02,2019,40,2019-10-06,96,101.97
324,"B","2019W27",36.5,35.7,210,17,109,37.0402077,22.7968625,579.262878,-35.311975,969,6.96485,58.466666667,0.8326666667,3.0333333333,62.51810454,1.312853,"2019W40",58.38,88.75,2019,27,2019-07-04,2019,40,2019-10-02,90,88.75
330,"B","2019W30",36.5,36.1,210,17,105,34.1559038,33.7249627,601.882813,-38.784869,989,9.71311,61.7,0.969,3.9233333333,91.57873871,1.243843,"2019W40",50.62,101.44,2019,30,2019-07-25,2019,40,2019-10-06,73,101.44
331,"B","2019W31",36.5,36.1,210,17,103,35.9182127,34.5045934,603.107483,-39.788391,955,9.5337566667,65.366666667,1.0256666667,4.1633333333,97.04176052,1.277207,"2019W40",61.52,130.66,2019,31,2019-07-30,2019,40,2019-10-02,64,130.66
307,"B","2019W21",36.5,35.7,210,17,172,34.0871531,43.5201833,651.699219,-38.299714,1133,10.956273333,42.966666667,0.5906666667,2.77,111.6004807,1.221138,"2019W42",73.98,113.98,2019,21,2019-05-23,2019,42,2019-10-16,146,113.98
309,"B","2019W22",36.5,35.7,210,17,111,34.2651797,46.4633187,655.939087,-38.838119,1059,11.706223333,53.7,0.7003333333,3.2083333333,116.5598341,1.258325,"2019W42",78.86,125.12,2019,22,2019-05-28,2019,42,2019-10-20,145,125.12
314,"B","2019W24",36.5,37.1,190,17,112,36.7455122,30.8333861,575.86792,-47.487477,967,11.478906667,50.866666667,1.1123333333,2.9866666667,119.3751439,1.294195,"2019W42",71.32,113.16,2019,24,2019-06-11,2019,42,2019-10-16,127,113.16
327,"B","2019W28",36.5,36.1,210,17,105,38.2999845,32.9992083,599.605774,-38.880948,926,9.94523,61.266666667,0.9411666667,3.4333333333,88.81420435,1.301967,"2019W43",74.71,109.58,2019,28,2019-07-13,2019,43,2019-10-23,102,109.58
328,"B","2019W29",36.5,36.1,210,17,100,36.1420426,28.6180147,594.979981,-36.885408,982,9.65258,61.233333333,0.9133333333,3.3133333333,80.82252996,1.326313,"2019W44",55.63,113.99,2019,29,2019-07-16,2019,44,2019-10-30,106,113.99
311,"B","2019W23",36.5,35.7,210,17,114,31.3189605,37.7307677,632.119507,-36.308239,1142,10.64841,48.266666667,0.5895,2.585,108.2341317,1.302337,"2019W46",49.28,81.55,2019,23,2019-06-04,2019,46,2019-11-13,162,81.55
332,"B","2019W32",36.5,36.1,210,17,103,36.1242008,30.7987227,598.138916,-38.954191,964,8.4680233333,64.1,0.9883333333,3.6983333333,91.02205773,1.277896,"2019W46",58.43,96.38,2019,32,2019-08-06,2019,46,2019-11-17,103,96.38
325,"B","2019W28",36.5,35.7,210,17,108,34.693897,18.3682663,561.234985,-33.594707,1025,6.96815,55.6,0.7178333333,2.86,67.75467985,1.313884,"2019W47",73.49,114.4,2019,28,2019-07-09,2019,47,2019-11-20,134,114.4
333,"B","2019W34",36.5,36.1,210,17,101,33.5974209,30.8845699,596.549805,-38.86281,1003,10.671013333,56.1,0.9151666667,3.585,89.6067671,1.251833,"2019W47",71.57,104.78,2019,34,2019-08-20,2019,47,2019-11-24,96,104.78
334,"B","2019W35",36.5,36.1,210,17,101,36.6909065,30.6063112,599.951416,-38.598455,955,9.51887,61.833333333,0.9835,3.645,89.40862642,1.255644,"2019W48",67.46,114.46,2019,35,2019-08-27,2019,48,2019-11-27,92,114.46
335,"B","2019W38",36.5,36.1,210,17,100,34.3451406,38.1490127,606.461426,-40.038367,973,11.01961,64.266666667,1.0598333333,4.4883333333,122.5169918,1.34798,"2019W48",67.15,114.56,2019,38,2019-09-17,2019,48,2019-12-01,75,114.56
572,"A","2019W29",36.5,36.1,210,17,105,35.723316,30.7307814,598.203674,-38.799668,967,8.9615933333,59.533333333,1.0213333333,3.78,86.47425719,1.2519,"2019W51",17.96,160.27,2019,29,2019-07-18,2019,51,2019-12-18,153,160.27
337,"B","2019W39",36.5,36.1,210,17,105,33.9635684,25.1745922,583.85791,-36.126294,1012,8.1657,57.233333333,0.7505,2.775,84.60607356,1.298737,"2020W01",68.93,97.11,2019,39,2019-09-24,2020,1,2020-01-02,100,97.11
338,"B","2019W39",36.5,36.1,210,17,104,36.7590557,29.4953739,586.976013,-38.761397,939,7.9852666667,59.933333333,1.0146666667,3.635,85.74774133,1.266849,"2020W01",68.82,90.01,2019,39,2019-09-26,2020,1,2020-01-06,102,90.01
341,"B","2020W02",36.5,35.7,210,17,100,34.0841359,33.082819,604.28833,-37.141157,995,9.2717733333,63.433333333,0.5973333333,1.7916666667,89.62563765,1.363564,"2020W11",56.8,78.92,2020,2,2020-01-08,2020,11,2020-03-12,64,78.92
342,"B","2020W03",36.5,35.7,210,17,103,34.3692626,42.9852907,636.287109,-38.370798,1010,10.757883333,58.8,0.8771666667,2.59,108.4301324,1.399762,"2020W12",72.2,119.02,2020,3,2020-01-15,2020,12,2020-03-19,64,119.02
574,"A","2020W05",36.5,35.7,210,17,104,32.7465111,26.6152564,579.318787,-35.047463,1025,8.7076133333,52.8,0.7393333333,3.5033333333,88.01940438,1.2695,"2020W15",14.17,125.97,2020,5,2020-01-29,2020,15,2020-04-09,71,125.97
576,"A","2020W05",36.5,35.7,210,17,104,35.1265118,33.2572824,596.533875,-36.621109,959,10.831786667,62.6,0.9831666667,4.355,97.63024906,1.2752,"2020W15",15.37,143.14,2020,5,2020-02-02,2020,15,2020-04-13,71,143.14
577,"A","2020W06",36.5,35.7,210,17,105,33.8482359,34.032958,596.116821,-36.009165,983,10.506686667,56.966666667,0.482,2.3866666667,98.32476281,1.2788,"2020W16",16.72,149.71,2020,6,2020-02-05,2020,16,2020-04-16,71,149.71
346,"B","2020W07",36.5,35.7,210,17,101,32.37204,23.5463071,561.493591,-33.750156,1020,8.59954,57.166666667,0.6973333333,3.2233333333,88.48396988,1.358157,"2020W20",74.95,83.19,2020,7,2020-02-14,2020,20,2020-05-14,90,83.19
578,"A","2020W06",36.5,35.7,210,17,103,33.0370353,29.5715835,591.292175,-35.423075,996,10.328083333,61.166666667,0.8563333333,3.89,93.01377531,1.2181,"2020W25",17.4,212.91,2020,6,2020-02-07,2020,25,2020-06-18,132,212.91
343,"B","2020W03",36.5,35.7,210,17,104,36.2729729,46.8748473,654.388184,-39.395657,1022,10.210276667,62,0.574,1.86,103.1275102,1.378792,"2020W27",113.47,140.71,2020,3,2020-01-17,2020,27,2020-07-02,167,140.71
344,"B","2020W04",36.5,35.7,210,17,103,33.5841856,38.1814038,627.413818,-37.472192,1035,11.28831,50.233333333,0.767,3.8216666667,108.7131905,1.373996,"2020W27",85.8,122.23,2020,4,2020-01-22,2020,27,2020-07-06,166,122.23
345,"B","2020W07",36.5,35.7,210,17,107,31.5500027,27.232379,572.069214,-34.459901,1035,9.16848,56.566666667,0.6773333333,3.2933333333,91.18245733,1.341981,"2020W27",78.65,115.2,2020,7,2020-02-12,2020,27,2020-07-02,141,115.2
347,"B","2020W17",36.5,35.7,210,17,103,34.048615,28.3172443,613.046875,-36.625595,1044,8.6348366667,48.566666667,0.5445,2.3533333333,85.66010031,1.262328,"2020W28",36.68,92.22,2020,17,2020-04-22,2020,28,2020-07-09,78,92.22
348,"B","2020W18",36.5,35.7,210,17,102,33.8121161,22.5799094,589.681274,-34.642244,1054,8.0444866667,48.1,0.6255,2.4583333333,76.20245719,1.2735,"2020W28",49.6,110.07,2020,18,2020-04-29,2020,28,2020-07-13,75,110.07
349,"B","2020W18",36.5,35.7,210,17,104,34.6839133,22.4236582,585.777283,-34.881483,1040,8.8622766667,49.966666667,0.6116666667,2.485,73.6184575,1.27533,"2020W28",38.24,97.08,2020,18,2020-05-01,2020,28,2020-07-09,69,97.08
404,"A","2013W07",36.4,35.6,230,15,NA,NA,NA,NA,NA,NA,4.24595,NA,0.346,1.781,NA,0.9218,"",NA,NA,2013,7,2013-02-14,NA,NA,NA,NA,NA
410,"A","2013W10",36.4,36,230,15,NA,NA,NA,NA,NA,NA,9.81966,NA,0.428,1.46,NA,1.0783,"",NA,NA,2013,10,2013-03-07,NA,NA,NA,NA,NA
412,"A","2013W11",36.4,36.2,230,15,NA,NA,NA,NA,NA,NA,10.938196667,NA,0.57,1.6,NA,1.1,"",NA,NA,2013,11,2013-03-12,NA,NA,NA,NA,NA
414,"A","2013W12",36.4,36.2,230,15,NA,NA,NA,NA,NA,NA,11.59492,34.2,0.617,1.683,NA,1.0637,"",NA,NA,2013,12,2013-03-21,NA,NA,NA,NA,NA
415,"A","2013W13",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.516996667,NA,0.47,1.425,NA,1.1432,"",NA,NA,2013,13,2013-03-26,NA,NA,NA,NA,NA
424,"A","2013W18",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.0628533333,NA,0.457,1.584,NA,1.1267,"",NA,NA,2013,18,2013-05-02,NA,NA,NA,NA,NA
436,"A","2013W25",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.756746667,34.366666667,0.572,1.435,NA,1.0325,"",NA,NA,2013,25,2013-06-18,NA,NA,NA,NA,NA
437,"A","2013W25",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.34714,34.333333333,0.612,1.623,NA,1.0825,"",NA,NA,2013,25,2013-06-20,NA,NA,NA,NA,NA
444,"A","2013W29",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.9539633333,58.966666667,0.65,2.24,NA,1.1215,"",NA,NA,2013,29,2013-07-16,NA,NA,NA,NA,NA
446,"A","2013W30",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,9.7658966667,64.933333333,NA,NA,94,1.1307,"",NA,NA,2013,30,2013-07-23,NA,NA,NA,NA,NA
447,"A","2013W30",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.8081166667,58.233333333,NA,NA,99,1.1166,"",NA,NA,2013,30,2013-07-25,NA,NA,NA,NA,NA
452,"A","2013W33",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,10.34409,66.966666667,NA,NA,NA,1.087,"",NA,NA,2013,33,2013-08-13,NA,NA,NA,NA,NA
462,"A","2013W36",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.9626633333,61.1,NA,NA,83,1.0686,"",NA,NA,2013,36,2013-09-07,NA,NA,NA,NA,NA
463,"A","2013W37",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,9.1159066667,60.6,NA,NA,76,1.0091,"",NA,NA,2013,37,2013-09-10,NA,NA,NA,NA,NA
466,"A","2013W38",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.43007,65,NA,NA,99,1.0165,"",NA,NA,2013,38,2013-09-17,NA,NA,NA,NA,NA
468,"A","2013W39",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.64332,65.3,NA,NA,NA,1.2822,"",NA,NA,2013,39,2013-09-24,NA,NA,NA,NA,NA
471,"A","2013W40",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.927056667,70.233333333,NA,NA,NA,1.0886,"",NA,NA,2013,40,2013-10-03,NA,NA,NA,NA,NA
476,"A","2013W51",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.56126,65.433333333,NA,NA,NA,1.1293,"",NA,NA,2013,51,2013-12-17,NA,NA,NA,NA,NA
477,"A","2013W51",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.090213333,66.033333333,NA,NA,NA,1.1309,"",NA,NA,2013,51,2013-12-19,NA,NA,NA,NA,NA
482,"A","2014W02",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.168856667,59.966666667,NA,NA,NA,1.2893,"",NA,NA,2014,2,2014-01-10,NA,NA,NA,NA,NA
489,"A","2014W08",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,10.804013333,66.166666667,NA,NA,NA,1.1278,"",NA,NA,2014,8,2014-02-19,NA,NA,NA,NA,NA
520,"A","2014W31",36.5,36.2,205,15,NA,NA,NA,NA,NA,NA,7.8592633333,61.066666667,NA,NA,NA,1.0982,"",NA,NA,2014,31,2014-07-30,NA,NA,NA,NA,NA
523,"A","2014W34",36.5,36.2,205,15,NA,NA,NA,NA,NA,NA,9.81687,NA,NA,NA,NA,NA,"",NA,NA,2014,34,2014-08-20,NA,NA,NA,NA,NA
524,"A","2014W35",36.5,36.2,205,15,NA,NA,NA,NA,NA,NA,7.50488,55.533333333,NA,NA,NA,1.1105,"",NA,NA,2014,35,2014-08-27,NA,NA,NA,NA,NA
4,"B","2014W39",36.5,36.2,205,15,109,39.9229439,46.5469384,652.385315,-41.888959,902,11.365146667,66.966666667,0.9398,3.7977,103,NA,"",NA,NA,2014,39,2014-09-24,NA,NA,NA,NA,NA
528,"A","2014W39",36.5,36.2,205,15,NA,NA,NA,NA,NA,NA,11.592116667,NA,1.1364,4.4279,NA,NA,"",NA,NA,2014,39,2014-09-26,NA,NA,NA,NA,NA
532,"A","2014W46",36.5,36.2,205,15,NA,NA,NA,NA,NA,NA,10.50478,67.233333333,1.041,4.081,NA,1.147,"",NA,NA,2014,46,2014-11-12,NA,NA,NA,NA,NA
7,"B","2014W49",36.5,36.2,205,15,107,39.9867221,36.7296349,645.591919,-40.754356,930,8.8631133333,66.633333333,NA,NA,100,NA,"",NA,NA,2014,49,2014-12-03,NA,NA,NA,NA,NA
536,"A","2014W51",36.5,36.2,205,15,112,40.7605752,28.4879011,617.609619,-40.334738,932,8.2777833333,59.933333333,NA,NA,88,1.3669,"",NA,NA,2014,51,2014-12-17,NA,NA,NA,NA,NA
541,"A","2015W03",36.5,36.2,205,15,113,41.4280463,16.6621648,595.2995,-38.159024,963,8.73938,46.366666667,NA,NA,NA,1.3653,"",NA,NA,2015,3,2015-01-15,NA,NA,NA,NA,NA
12,"B","2015W14",36.5,36.2,205,15,106,39.9557688,27.6248018,621.101379,-40.565036,952,9.3202866667,61.4,NA,NA,96,NA,"",NA,NA,2015,14,2015-04-02,NA,NA,NA,NA,NA
18,"B","2015W17",36.5,36.2,205,15,114,36.943311,35.6067014,634.27533,-41.749115,988,10.158353333,66.233333333,NA,NA,NA,NA,"",NA,NA,2015,17,2015-04-23,NA,NA,NA,NA,NA
20,"B","2015W17",36.5,36.2,205,15,111,36.5884897,32.1206349,623.387207,-40.387702,998,9.75414,61.9,NA,NA,100,NA,"",NA,NA,2015,17,2015-04-27,NA,NA,NA,NA,NA
21,"B","2015W18",36.5,36.2,205,15,113,36.3942431,32.2505454,633.781921,-40.513546,1000,9.4674766667,61.833333333,NA,NA,94,NA,"",NA,NA,2015,18,2015-04-30,NA,NA,NA,NA,NA
27,"B","2015W20",36.5,36.2,205,15,111,33.5788005,18.8488491,601.739685,-35.887368,1096,6.4220166667,49.366666667,NA,NA,71,NA,"",NA,NA,2015,20,2015-05-16,NA,NA,NA,NA,NA
30,"B","2015W21",36.5,36.2,205,15,111,32.1578941,20.2700864,601.358826,-38.399388,1139,8.8037866667,57.133333333,NA,NA,90,NA,"",NA,NA,2015,21,2015-05-23,NA,NA,NA,NA,NA
35,"B","2015W23",36.5,36.2,205,15,113,33.413987,8.82204299,550.804321,-35.520018,1081,9.6544133333,43.433333333,NA,NA,NA,NA,"",NA,NA,2015,23,2015-06-06,NA,NA,NA,NA,NA
42,"B","2015W27",36.5,36.2,205,15,118,32.5841444,7.28824284,548.992004,-33.983196,1083,8.9345766667,30.966666667,NA,NA,90,NA,"",NA,NA,2015,27,2015-07-02,NA,NA,NA,NA,NA
557,"A","2015W29",36.5,36.2,205,15,115,35.3578998,19.1259726,593.3349,-38.385661,1071,7.4646866667,48.3,NA,NA,NA,1.3113,"",NA,NA,2015,29,2015-07-20,NA,NA,NA,NA,NA
47,"B","2015W30",36.5,36.2,205,15,116,35.8772131,19.1005249,580.712219,-38.697378,1032,6.28921,50.033333333,NA,NA,84,NA,"",NA,NA,2015,30,2015-07-25,NA,NA,NA,NA,NA
50,"B","2015W31",36.5,36.3,205,15,113,39.6811271,23.7683957,604.940308,-41.781443,986,7.92027,55.966666667,NA,NA,NA,NA,"",NA,NA,2015,31,2015-08-01,NA,NA,NA,NA,NA
63,"B","2015W35",36.5,36.3,205,15,109,38.5868679,49.6829754,646.003784,-43.584829,956,11.600596667,66.966666667,NA,NA,NA,NA,"",NA,NA,2015,35,2015-08-31,NA,NA,NA,NA,NA
90,"B","2016W07",36.5,36.2,205,15,91,40.2225192,51.5274592,624.053772,-44.953586,949,10.342296667,69.7,NA,NA,98,1.268886,"",NA,NA,2016,7,2016-02-14,NA,NA,NA,NA,NA
91,"B","2016W08",36.5,36.2,205,15,68,38.7273907,52.6715805,609.37262,-44.774302,952,12.91449,70.7,NA,NA,108,1.264974,"",NA,NA,2016,8,2016-02-19,NA,NA,NA,NA,NA
96,"B","2016W10",36.5,36.1,205,15,110,35.326962,41.8332529,656.642822,-39.436738,1019,9.1204866667,63.7,NA,NA,NA,NA,"",NA,NA,2016,10,2016-03-06,NA,NA,NA,NA,NA
127,"B","2016W32",36.5,36.1,205,15,117,35.8051535,11.5442045,540.328674,-33.924542,1024,9.3368233333,33.666666667,NA,NA,83,NA,"",NA,NA,2016,32,2016-08-05,NA,NA,NA,NA,NA
128,"B","2016W32",36.5,36.1,205,15,113,32.832635,10.4402808,532.924622,-32.774705,1069,8.7041866667,33.433333333,NA,NA,NA,NA,"",NA,NA,2016,32,2016-08-07,NA,NA,NA,NA,NA
129,"B","2016W32",36.5,36.1,205,15,118,29.9842583,6.39631162,521.028198,-30.218302,1094,8.3112533333,32.7,NA,NA,NA,NA,"",NA,NA,2016,32,2016-08-09,NA,NA,NA,NA,NA
130,"B","2016W33",36.5,36.1,205,15,119,32.9084261,6.29210015,516.735107,-31.283739,1047,10.390986667,28.2,NA,NA,NA,1.336977,"",NA,NA,2016,33,2016-08-12,NA,NA,NA,NA,NA
131,"B","2016W33",36.5,36.1,205,15,119,34.6081681,8.73531949,524.538879,-32.16661,1033,9.3183533333,32.7,NA,NA,NA,NA,"",NA,NA,2016,33,2016-08-14,NA,NA,NA,NA,NA
137,"B","2016W36",36.5,36.3,205,15,114,35.8297581,9.69921034,554.322815,-35.4439,1031,9.0244633333,29,NA,NA,85,NA,"",NA,NA,2016,36,2016-09-02,NA,NA,NA,NA,NA
138,"B","2016W36",36.5,36.3,205,15,116,31.8472553,6.33514141,545.896423,-33.509943,1088,8.87357,25.733333333,NA,NA,87,NA,"",NA,NA,2016,36,2016-09-04,NA,NA,NA,NA,NA
139,"B","2016W37",36.5,36.3,205,15,119,35.9448923,11.9438687,566.182678,-36.84768,1042,8.7118966667,32.833333333,NA,NA,87,1.304184,"",NA,NA,2016,37,2016-09-09,NA,NA,NA,NA,NA
140,"B","2016W37",36.5,36.3,205,15,109,34.3307727,16.391805,577.272827,-37.611755,1071,8.48873,32.766666667,NA,NA,87,NA,"",NA,NA,2016,37,2016-09-11,NA,NA,NA,NA,NA
145,"B","2016W40",36.5,36.3,205,20,104,37.8967596,46.2002221,679.725403,-41.955508,968,9.7220766667,64.566666667,NA,NA,NA,NA,"",NA,NA,2016,40,2016-09-30,NA,NA,NA,NA,NA
153,"B","2016W51",36.5,36.3,205,20,107,36.7033683,44.9791588,650.374023,-40.775023,964,10.185643333,66.2,NA,NA,111,1.305477,"",NA,NA,2016,51,2016-12-18,NA,NA,NA,NA,NA
157,"B","2017W02",36.5,36.3,205,20,104,36.0577142,41.4252819,642.858521,-42.250602,1000,9.4316333333,62.166666667,NA,NA,96,1.285911,"",NA,NA,2017,2,2017-01-12,NA,NA,NA,NA,NA
159,"B","2017W03",36.5,36.3,205,20,106,33.9984361,37.7842375,639.828674,-39.033092,1052,7.59523,66.133333333,NA,NA,78,1.315136,"",NA,NA,2017,3,2017-01-15,NA,NA,NA,NA,NA
170,"B","2017W07",36.5,36.3,205,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,2017,7,2017-02-12,NA,NA,NA,NA,NA
193,"B","2017W18",36.5,36.3,205,20,108,38.2128644,48.3089934,663.829773,-43.655452,961,11.077313333,61.933333333,NA,NA,121,1.322291,"",NA,NA,2017,18,2017-04-30,NA,NA,NA,NA,NA
195,"B","2017W19",36.5,36.3,205,20,109,37.1940803,44.9364825,660.318726,-42.551635,991,9.7464333333,64.666666667,NA,NA,105,1.260082,"",NA,NA,2017,19,2017-05-07,NA,NA,NA,NA,NA
217,"B","2017W30",36.5,36.3,205,20,104,33.7840154,35.2083581,636.462891,-39.295142,1051,7.6827766667,58.133333333,NA,NA,75,1.247511,"",NA,NA,2017,30,2017-07-25,NA,NA,NA,NA,NA
223,"B","2017W34",36.5,36.3,205,20,106,37.3143142,42.618702,652.509888,-41.939925,973,9.64867,65.133333333,NA,NA,98,1.241823,"",NA,NA,2017,34,2017-08-22,NA,NA,NA,NA,NA
236,"B","2018W02",36.5,36.3,205,20,105,33.8262903,32.9659229,608.004028,-38.206288,1026,7.70291,57.5,NA,NA,80,1.259156,"",NA,NA,2018,2,2018-01-10,NA,NA,NA,NA,NA
238,"B","2018W04",36.5,36.3,205,20,102,34.4708296,36.1999833,603.533508,-39.118541,984,8.7455733333,65.666666667,NA,NA,92,1.226685,"",NA,NA,2018,4,2018-01-22,NA,NA,NA,NA,NA
239,"B","2018W05",36.5,36.3,205,20,102,33.9247681,34.0487391,612.639404,-39.144574,1013,7.9017333333,56.2,NA,NA,93,1.265918,"",NA,NA,2018,5,2018-01-29,NA,NA,NA,NA,NA
243,"B","2018W07",36.5,36.3,205,20,105,35.55271,36.642448,608.463379,-39.451826,984,8.6996,60.133333333,NA,NA,89,1.257788,"",NA,NA,2018,7,2018-02-14,NA,NA,NA,NA,NA
267,"B","2018W34",36.5,36.3,210,20,102,38.8137315,48.1930774,631.434326,-41.552716,915,11.817616667,NA,NA,NA,NA,NA,"",NA,NA,2018,34,2018-08-22,NA,NA,NA,NA,NA
270,"B","2018W37",36.5,36.3,210,20,105,38.1464851,48.8467241,650.107727,-42.349942,1019,10.656003333,61.566666667,0.8118333333,3.585,110.2679675,1.282339,"",NA,NA,2018,37,2018-09-10,NA,NA,NA,NA,NA
272,"B","2018W38",36.5,36.3,210,20,104,37.8551785,48.3091897,647.217285,-42.339329,1005,NA,NA,NA,NA,NA,NA,"",NA,NA,2018,38,2018-09-17,NA,NA,NA,NA,NA
274,"B","2018W50",36.5,36.6,210,20,109,42.1597578,49.8202411,689.382385,-44.359042,919,11.182553333,69.333333333,1.3435,4.8225,111.1295926,1.311202,"",NA,NA,2018,50,2018-12-12,NA,NA,NA,NA,NA
275,"B","2018W51",36.5,36.6,210,20,111,42.4829823,51.406187,693.762085,-45.445117,915,10.840343333,70.4,1.3895,4.98,NA,NA,"",NA,NA,2018,51,2018-12-17,NA,NA,NA,NA,NA
276,"B","2019W01",36.5,36.6,210,20,109,50.7978737,-10.288764,549.588806,-9.2442796,1229,9.6916466667,74.033333333,1.0925,4.675,NA,NA,"",NA,NA,2019,1,2019-01-01,NA,NA,NA,NA,NA
277,"B","2019W02",36.5,36.2,210,20,111,42.434511,48.3512766,691.314819,-43.679032,913,9.69597,71,1.1783333333,4.4816666667,NA,NA,"",NA,NA,2019,2,2019-01-08,NA,NA,NA,NA,NA
284,"B","2019W11",36.5,35.7,210,17,110,35.1636339,39.6481435,628.324219,-38.776702,1009,10.309816667,58.9,0.6808333333,3.2116666667,NA,NA,"",NA,NA,2019,11,2019-03-14,NA,NA,NA,NA,NA
285,"B","2019W11",36.5,35.7,210,17,105,35.9750176,36.1556234,617.527222,-39.125356,965,10.187793333,NA,0.8831666667,4.0383333333,86.47308994,1.298354,"",NA,NA,2019,11,2019-03-16,NA,NA,NA,NA,NA
287,"B","2019W12",36.5,35.7,210,17,113,32.4490029,28.5400582,603.677795,-35.004684,1073,NA,NA,NA,NA,NA,NA,"",NA,NA,2019,12,2019-03-21,NA,NA,NA,NA,NA
291,"B","2019W13",36.5,35.7,210,17,104,37.8712506,30.7524954,599.641419,-36.909525,929,9.4175466667,NA,NA,NA,NA,NA,"",NA,NA,2019,13,2019-03-30,NA,NA,NA,NA,NA
294,"B","2019W14",36.5,35.7,210,17,114,34.251191,33.9633205,612.83667,-38.336808,1011,10.447846667,61.533333333,0.7496666667,3.0266666667,99.97856152,1.27334,"",NA,NA,2019,14,2019-04-06,NA,NA,NA,NA,NA
570,"A","2019W18",36.5,35.7,210,17,101,33.4479733,34.9775477,633.824707,-37.113214,1061,9.1500333333,52.433333333,0.6291666667,3.0066666667,NA,1.3102,"",NA,NA,2019,18,2019-05-04,NA,NA,NA,NA,NA
306,"B","2019W21",36.5,35.7,210,17,-40,33.1625113,41.3883831,648.956421,-37.856899,1145,11.036366667,41.566666667,NA,NA,NA,1.31728,"",NA,NA,2019,21,2019-05-21,NA,NA,NA,NA,NA
308,"B","2019W21",36.5,35.7,210,17,90,37.6884558,48.9191698,654.043823,-41.918785,933,11.470956667,61.733333333,NA,NA,NA,NA,"",NA,NA,2019,21,2019-05-25,NA,NA,NA,NA,NA
313,"B","2019W23",36.5,35.7,210,17,111,33.3135754,15.3548848,543.003479,-31.977676,1042,6.3278133333,40.666666667,0.5978,2.111,64.22112229,1.350271,"",NA,NA,2019,23,2019-06-08,NA,NA,NA,NA,NA
315,"B","2019W24",36.5,37.1,190,17,116,39.3865107,30.58139,572.732422,-44.358758,924,10.82049,52.233333333,1.51025,2.945,NA,1.286343,"",NA,NA,2019,24,2019-06-13,NA,NA,NA,NA,NA
316,"B","2019W24",36.5,37.1,190,17,117,40.5115271,32.5325857,579.942017,-45.09853,906,12.424866667,55.433333333,1.49375,2.9475,NA,NA,"",NA,NA,2019,24,2019-06-15,NA,NA,NA,NA,NA
317,"B","2019W25",36.5,37.1,190,17,111,37.9024927,33.4906531,581.93988,-45.810061,933,11.49487,55.7,1.30825,3.0625,NA,NA,"",NA,NA,2019,25,2019-06-18,NA,NA,NA,NA,NA
